date,country,ISO_2
2021-08-15,Austria,AT
2021-08-15,Belgium,BE
2021-08-15,Croatia,HR
2021-08-15,France,FR
2021-08-15,India,IN
2021-08-15,Italy,IT
2021-08-15,Norway,NO
2021-08-15,Poland,PL
2021-08-15,Portugal,PT
2021-08-15,Slovenia,SI
2021-08-15,Spain,ES
2021-08-15,Sweden,SE
2021-08-16,Colombia,CO
2021-08-17,Argentina,AR
2021-08-20,Hungary,HU
2021-08-22,Norway,NO
2021-08-22,Sweden,SE
2021-08-24,Ukraine,UA
2021-08-29,Norway,NO
2021-08-29,Sweden,SE
2021-08-30,England,None
2021-08-30,Isle of Man,IM
2021-08-30,Northern Ireland,None
2021-08-30,United Kingdom,GB
2021-08-30,Wales,None
2021-09-05,Norway,NO
2021-09-05,Sweden,SE
2021-09-06,Canada,CA
2021-09-06,United States,US
2021-09-07,Brazil,BR
2021-09-12,Norway,NO
2021-09-12,Sweden,SE
2021-09-16,Mexico,MX
2021-09-19,Norway,NO
2021-09-19,Sweden,SE
2021-09-20,Japan,JP
2021-09-23,Japan,JP
2021-09-24,South Africa,ZA
2021-09-26,Norway,NO
2021-09-26,Sweden,SE
2021-09-28,Czech,CZ
2021-10-02,India,IN
2021-10-03,Germany,DE
2021-10-03,Norway,NO
2021-10-03,Sweden,SE
2021-10-05,Portugal,PT
2021-10-08,Croatia,HR
2021-10-10,Norway,NO
2021-10-10,Sweden,SE
2021-10-11,Canada,CA
2021-10-11,Japan,JP
2021-10-11,United States,US
2021-10-12,Argentina,AR
2021-10-12,Brazil,BR
2021-10-12,Spain,ES
2021-10-14,Ukraine,UA
2021-10-17,Norway,NO
2021-10-17,Sweden,SE
2021-10-18,Colombia,CO
2021-10-23,Hungary,HU
2021-10-24,Norway,NO
2021-10-24,Sweden,SE
2021-10-25,Ireland,IE
2021-10-25,New Zealand,NZ
2021-10-26,Austria,AT
2021-10-28,Czech,CZ
2021-10-31,Norway,NO
2021-10-31,Slovenia,SI
2021-10-31,Sweden,SE
2021-11-01,Austria,AT
2021-11-01,Belgium,BE
2021-11-01,Colombia,CO
2021-11-01,Croatia,HR
2021-11-01,France,FR
2021-11-01,Hungary,HU
2021-11-01,Italy,IT
2021-11-01,Poland,PL
2021-11-01,Portugal,PT
2021-11-01,Slovenia,SI
2021-11-01,Spain,ES
2021-11-02,Brazil,BR
2021-11-03,Japan,JP
2021-11-06,Finland,FI
2021-11-06,Sweden,SE
2021-11-07,Belarus,BY
2021-11-07,Norway,NO
2021-11-07,Sweden,SE
2021-11-11,Belgium,BE
2021-11-11,France,FR
2021-11-11,Poland,PL
2021-11-11,United States,US
2021-11-14,Norway,NO
2021-11-14,Sweden,SE
2021-11-15,Brazil,BR
2021-11-15,Colombia,CO
2021-11-15,Mexico,MX
2021-11-17,Czech,CZ
2021-11-18,Croatia,HR
2021-11-20,Argentina,AR
2021-11-20,Mexico,MX
2021-11-21,Norway,NO
2021-11-21,Sweden,SE
2021-11-23,Japan,JP
2021-11-25,United States,US
2021-11-28,Norway,NO
2021-11-28,Sweden,SE
2021-11-30,Scotland,None
2021-11-30,United Kingdom,GB
2021-12-01,Portugal,PT
2021-12-05,Norway,NO
2021-12-05,Sweden,SE
2021-12-06,Finland,FI
2021-12-06,Spain,ES
2021-12-08,Argentina,AR
2021-12-08,Austria,AT
2021-12-08,Colombia,CO
2021-12-08,Italy,IT
2021-12-08,Portugal,PT
2021-12-08,Spain,ES
2021-12-12,Norway,NO
2021-12-12,Sweden,SE
2021-12-16,South Africa,ZA
2021-12-19,Norway,NO
2021-12-19,Sweden,SE
2021-12-24,Canada,CA
2021-12-24,Czech,CZ
2021-12-24,Finland,FI
2021-12-24,Hungary,HU
2021-12-24,Mexico,MX
2021-12-24,Sweden,SE
2021-12-24,United States,US
2021-12-25,Argentina,AR
2021-12-25,Australia,AU
2021-12-25,Austria,AT
2021-12-25,Belarus,BY
2021-12-25,Belgium,BE
2021-12-25,Brazil,BR
2021-12-25,Canada,CA
2021-12-25,Colombia,CO
2021-12-25,Croatia,HR
2021-12-25,Czech,CZ
2021-12-25,Denmark,DK
2021-12-25,England,None
2021-12-25,Finland,FI
2021-12-25,France,FR
2021-12-25,Germany,DE
2021-12-25,Hungary,HU
2021-12-25,India,IN
2021-12-25,Ireland,IE
2021-12-25,Isle of Man,IM
2021-12-25,Italy,IT
2021-12-25,Mexico,MX
2021-12-25,Netherlands,NL
2021-12-25,New Zealand,NZ
2021-12-25,Northern Ireland,None
2021-12-25,Norway,NO
2021-12-25,Poland,PL
2021-12-25,Portugal,PT
2021-12-25,Scotland,None
2021-12-25,Slovenia,SI
2021-12-25,South Africa,ZA
2021-12-25,Spain,ES
2021-12-25,Sweden,SE
2021-12-25,Switzerland,CH
2021-12-25,Ukraine,UA
2021-12-25,United Kingdom,GB
2021-12-25,United States,US
2021-12-25,Wales,None
2021-12-26,Australia,AU
2021-12-26,Austria,AT
2021-12-26,Croatia,HR
2021-12-26,Czech,CZ
2021-12-26,Denmark,DK
2021-12-26,England,None
2021-12-26,Finland,FI
2021-12-26,Germany,DE
2021-12-26,Hungary,HU
2021-12-26,Ireland,IE
2021-12-26,Isle of Man,IM
2021-12-26,Italy,IT
2021-12-26,Netherlands,NL
2021-12-26,New Zealand,NZ
2021-12-26,Northern Ireland,None
2021-12-26,Norway,NO
2021-12-26,Poland,PL
2021-12-26,Scotland,None
2021-12-26,Slovenia,SI
2021-12-26,South Africa,ZA
2021-12-26,Sweden,SE
2021-12-26,United Kingdom,GB
2021-12-26,Wales,None
2021-12-27,Australia,AU
2021-12-27,Canada,CA
2021-12-27,England,None
2021-12-27,Ireland,IE
2021-12-27,Isle of Man,IM
2021-12-27,New Zealand,NZ
2021-12-27,Northern Ireland,None
2021-12-27,Scotland,None
2021-12-27,South Africa,ZA
2021-12-27,United Kingdom,GB
2021-12-27,Wales,None
2021-12-28,Australia,AU
2021-12-28,England,None
2021-12-28,Ireland,IE
2021-12-28,Isle of Man,IM
2021-12-28,New Zealand,NZ
2021-12-28,Northern Ireland,None
2021-12-28,Scotland,None
2021-12-28,United Kingdom,GB
2021-12-28,Wales,None
2021-12-31,Canada,CA
2021-12-31,Mexico,MX
2021-12-31,Sweden,SE
2021-12-31,United States,US
2022-01-01,Argentina,AR
2022-01-01,Australia,AU
2022-01-01,Austria,AT
2022-01-01,Belarus,BY
2022-01-01,Belgium,BE
2022-01-01,Brazil,BR
2022-01-01,Canada,CA
2022-01-01,Croatia,HR
2022-01-01,Czech,CZ
2022-01-01,Denmark,DK
2022-01-01,England,None
2022-01-01,Finland,FI
2022-01-01,France,FR
2022-01-01,Germany,DE
2022-01-01,Hungary,HU
2022-01-01,Ireland,IE
2022-01-01,Isle of Man,IM
2022-01-01,Italy,IT
2022-01-01,Japan,JP
2022-01-01,Mexico,MX
2022-01-01,Netherlands,NL
2022-01-01,New Zealand,NZ
2022-01-01,Northern Ireland,None
2022-01-01,Norway,NO
2022-01-01,Poland,PL
2022-01-01,Portugal,PT
2022-01-01,Scotland,None
2022-01-01,Slovenia,SI
2022-01-01,South Africa,ZA
2022-01-01,Spain,ES
2022-01-01,Sweden,SE
2022-01-01,Switzerland,CH
2022-01-01,Ukraine,UA
2022-01-01,United Kingdom,GB
2022-01-01,United States,US
2022-01-01,Wales,None
2022-01-02,Belarus,BY
2022-01-02,New Zealand,NZ
2022-01-02,Norway,NO
2022-01-02,Scotland,None
2022-01-02,Slovenia,SI
2022-01-02,Sweden,SE
2022-01-02,United Kingdom,GB
2022-01-03,Australia,AU
2022-01-03,England,None
2022-01-03,Ireland,IE
2022-01-03,Isle of Man,IM
2022-01-03,New Zealand,NZ
2022-01-03,Northern Ireland,None
2022-01-03,Scotland,None
2022-01-03,United Kingdom,GB
2022-01-03,Wales,None
2022-01-04,New Zealand,NZ
2022-01-04,Scotland,None
2022-01-04,United Kingdom,GB
2022-01-06,Austria,AT
2022-01-06,Croatia,HR
2022-01-06,Finland,FI
2022-01-06,Italy,IT
2022-01-06,Poland,PL
2022-01-06,Spain,ES
2022-01-06,Sweden,SE
2022-01-07,Belarus,BY
2022-01-07,Ukraine,UA
2022-01-09,Norway,NO
2022-01-09,Sweden,SE
2022-01-10,Colombia,CO
2022-01-10,Japan,JP
2022-01-14,India,IN
2022-01-16,Norway,NO
2022-01-16,Sweden,SE
2022-01-17,United States,US
2022-01-23,Norway,NO
2022-01-23,Sweden,SE
2022-01-26,Australia,AU
2022-01-26,India,IN
2022-01-30,Norway,NO
2022-01-30,Sweden,SE
2022-02-05,Mexico,MX
2022-02-06,New Zealand,NZ
2022-02-06,Norway,NO
2022-02-06,Sweden,SE
2022-02-07,Mexico,MX
2022-02-07,New Zealand,NZ
2022-02-08,Slovenia,SI
2022-02-11,Japan,JP
2022-02-13,Norway,NO
2022-02-13,Sweden,SE
2022-02-20,Norway,NO
2022-02-20,Sweden,SE
2022-02-21,Canada,CA
2022-02-21,United States,US
2022-02-23,Japan,JP
2022-02-27,Norway,NO
2022-02-27,Sweden,SE
2022-02-28,Argentina,AR
2022-03-01,Argentina,AR
2022-03-01,Brazil,BR
2022-03-02,Brazil,BR
2022-03-06,Norway,NO
2022-03-06,Sweden,SE
2022-03-08,Belarus,BY
2022-03-08,Ukraine,UA
2022-03-13,Norway,NO
2022-03-13,Sweden,SE
2022-03-14,Hungary,HU
2022-03-15,Hungary,HU
2022-03-17,Ireland,IE
2022-03-17,Northern Ireland,None
2022-03-17,United Kingdom,GB
2022-03-20,Norway,NO
2022-03-20,Sweden,SE
2022-03-21,Colombia,CO
2022-03-21,Japan,JP
2022-03-21,Mexico,MX
2022-03-21,South Africa,ZA
2022-03-24,Argentina,AR
2022-03-27,Norway,NO
2022-03-27,Sweden,SE
2022-04-02,Argentina,AR
2022-04-03,Norway,NO
2022-04-03,Sweden,SE
2022-04-10,Denmark,DK
2022-04-10,Norway,NO
2022-04-10,Sweden,SE
2022-04-14,Argentina,AR
2022-04-14,Colombia,CO
2022-04-14,Denmark,DK
2022-04-14,Norway,NO
2022-04-15,Argentina,AR
2022-04-15,Australia,AU
2022-04-15,Brazil,BR
2022-04-15,Canada,CA
2022-04-15,Colombia,CO
2022-04-15,Czech,CZ
2022-04-15,Denmark,DK
2022-04-15,England,None
2022-04-15,Finland,FI
2022-04-15,Germany,DE
2022-04-15,Hungary,HU
2022-04-15,Isle of Man,IM
2022-04-15,Netherlands,NL
2022-04-15,New Zealand,NZ
2022-04-15,Northern Ireland,None
2022-04-15,Norway,NO
2022-04-15,Portugal,PT
2022-04-15,Scotland,None
2022-04-15,South Africa,ZA
2022-04-15,Sweden,SE
2022-04-15,Switzerland,CH
2022-04-15,United Kingdom,GB
2022-04-15,Wales,None
2022-04-17,Argentina,AR
2022-04-17,Belgium,BE
2022-04-17,Brazil,BR
2022-04-17,Croatia,HR
2022-04-17,Denmark,DK
2022-04-17,Finland,FI
2022-04-17,Hungary,HU
2022-04-17,Italy,IT
2022-04-17,Netherlands,NL
2022-04-17,Norway,NO
2022-04-17,Poland,PL
2022-04-17,Portugal,PT
2022-04-17,Sweden,SE
2022-04-17,Switzerland,CH
2022-04-18,Australia,AU
2022-04-18,Austria,AT
2022-04-18,Belgium,BE
2022-04-18,Croatia,HR
2022-04-18,Czech,CZ
2022-04-18,Denmark,DK
2022-04-18,England,None
2022-04-18,Finland,FI
2022-04-18,France,FR
2022-04-18,Germany,DE
2022-04-18,Hungary,HU
2022-04-18,Ireland,IE
2022-04-18,Isle of Man,IM
2022-04-18,Italy,IT
2022-04-18,Netherlands,NL
2022-04-18,New Zealand,NZ
2022-04-18,Northern Ireland,None
2022-04-18,Norway,NO
2022-04-18,Poland,PL
2022-04-18,Slovenia,SI
2022-04-18,South Africa,ZA
2022-04-18,Sweden,SE
2022-04-18,Switzerland,CH
2022-04-18,United Kingdom,GB
2022-04-18,Wales,None
2022-04-21,Brazil,BR
2022-04-24,Norway,NO
2022-04-24,Sweden,SE
2022-04-24,Ukraine,UA
2022-04-25,Australia,AU
2022-04-25,Italy,IT
2022-04-25,New Zealand,NZ
2022-04-25,Portugal,PT
2022-04-27,Netherlands,NL
2022-04-27,Slovenia,SI
2022-04-27,South Africa,ZA
2022-04-29,Japan,JP
2022-05-01,Argentina,AR
2022-05-01,Austria,AT
2022-05-01,Belarus,BY
2022-05-01,Belgium,BE
2022-05-01,Brazil,BR
2022-05-01,Colombia,CO
2022-05-01,Croatia,HR
2022-05-01,Czech,CZ
2022-05-01,Finland,FI
2022-05-01,France,FR
2022-05-01,Germany,DE
2022-05-01,Hungary,HU
2022-05-01,India,IN
2022-05-01,Italy,IT
2022-05-01,Mexico,MX
2022-05-01,Norway,NO
2022-05-01,Poland,PL
2022-05-01,Portugal,PT
2022-05-01,Slovenia,SI
2022-05-01,South Africa,ZA
2022-05-01,Spain,ES
2022-05-01,Sweden,SE
2022-05-01,Ukraine,UA
2022-05-02,England,None
2022-05-02,Ireland,IE
2022-05-02,Isle of Man,IM
2022-05-02,Mexico,MX
2022-05-02,Northern Ireland,None
2022-05-02,Scotland,None
2022-05-02,Slovenia,SI
2022-05-02,South Africa,ZA
2022-05-02,United Kingdom,GB
2022-05-02,Wales,None
2022-05-03,Belarus,BY
2022-05-03,Japan,JP
2022-05-03,Poland,PL
2022-05-04,Japan,JP
2022-05-05,Japan,JP
2022-05-08,Czech,CZ
2022-05-08,France,FR
2022-05-08,Norway,NO
2022-05-08,Sweden,SE
2022-05-09,Belarus,BY
2022-05-09,Ukraine,UA
2022-05-13,Denmark,DK
2022-05-15,Norway,NO
2022-05-15,Sweden,SE
2022-05-17,Norway,NO
2022-05-22,Norway,NO
2022-05-22,Sweden,SE
2022-05-23,Canada,CA
2022-05-25,Argentina,AR
2022-05-26,Austria,AT
2022-05-26,Belgium,BE
2022-05-26,Denmark,DK
2022-05-26,Finland,FI
2022-05-26,France,FR
2022-05-26,Germany,DE
2022-05-26,Netherlands,NL
2022-05-26,Norway,NO
2022-05-26,Sweden,SE
2022-05-26,Switzerland,CH
2022-05-29,Norway,NO
2022-05-29,Sweden,SE
2022-05-30,Colombia,CO
2022-05-30,England,None
2022-05-30,Isle of Man,IM
2022-05-30,Northern Ireland,None
2022-05-30,Scotland,None
2022-05-30,United Kingdom,GB
2022-05-30,United States,US
2022-05-30,Wales,None
2022-06-02,Italy,IT
2022-06-03,Isle of Man,IM
2022-06-05,Belgium,BE
2022-06-05,Denmark,DK
2022-06-05,Finland,FI
2022-06-05,Hungary,HU
2022-06-05,Netherlands,NL
2022-06-05,Norway,NO
2022-06-05,Poland,PL
2022-06-05,Sweden,SE
2022-06-05,Switzerland,CH
2022-06-06,Austria,AT
2022-06-06,Belgium,BE
2022-06-06,Denmark,DK
2022-06-06,France,FR
2022-06-06,Germany,DE
2022-06-06,Hungary,HU
2022-06-06,Ireland,IE
2022-06-06,Netherlands,NL
2022-06-06,New Zealand,NZ
2022-06-06,Norway,NO
2022-06-06,Sweden,SE
2022-06-06,Switzerland,CH
2022-06-10,Portugal,PT
2022-06-12,Norway,NO
2022-06-12,Sweden,SE
2022-06-12,Ukraine,UA
2022-06-16,Austria,AT
2022-06-16,Brazil,BR
2022-06-16,Croatia,HR
2022-06-16,Poland,PL
2022-06-16,Portugal,PT
2022-06-16,South Africa,ZA
2022-06-17,Argentina,AR
2022-06-19,Norway,NO
2022-06-19,Sweden,SE
2022-06-20,Argentina,AR
2022-06-20,Colombia,CO
2022-06-22,Croatia,HR
2022-06-24,Finland,FI
2022-06-24,Sweden,SE
2022-06-25,Finland,FI
2022-06-25,Slovenia,SI
2022-06-25,Sweden,SE
2022-06-26,Norway,NO
2022-06-26,Sweden,SE
2022-06-27,Colombia,CO
2022-06-28,Ukraine,UA
2022-07-01,Canada,CA
2022-07-03,Belarus,BY
2022-07-03,Norway,NO
2022-07-03,Sweden,SE
2022-07-04,Colombia,CO
2022-07-04,United States,US
2022-07-05,Czech,CZ
2022-07-05,Isle of Man,IM
2022-07-06,Czech,CZ
2022-07-09,Argentina,AR
2022-07-10,Norway,NO
2022-07-10,Sweden,SE
2022-07-12,Northern Ireland,None
2022-07-12,United Kingdom,GB
2022-07-14,France,FR
2022-07-17,Norway,NO
2022-07-17,Sweden,SE
2022-07-18,Japan,JP
2022-07-20,Colombia,CO
2022-07-21,Belgium,BE
2022-07-24,Norway,NO
2022-07-24,Sweden,SE
2022-07-31,Norway,NO
2022-07-31,Sweden,SE
2022-08-01,Canada,CA
2022-08-01,Ireland,IE
2022-08-01,Scotland,None
2022-08-01,Switzerland,CH
2022-08-01,United Kingdom,GB
2022-08-05,Croatia,HR
2022-08-07,Colombia,CO
2022-08-07,Norway,NO
2022-08-07,Sweden,SE
2022-08-09,South Africa,ZA
2022-08-11,Japan,JP
2022-08-14,Norway,NO
2022-08-14,Sweden,SE
2022-08-15,Austria,AT
2022-08-15,Belgium,BE
2022-08-15,Colombia,CO
2022-08-15,Croatia,HR
2022-08-15,France,FR
2022-08-15,India,IN
2022-08-15,Italy,IT
2022-08-15,Poland,PL
2022-08-15,Portugal,PT
2022-08-15,Slovenia,SI
2022-08-15,Spain,ES
2022-08-17,Argentina,AR
2022-08-20,Hungary,HU
2022-08-21,Norway,NO
2022-08-21,Sweden,SE
2022-08-24,Ukraine,UA
2022-08-28,Norway,NO
2022-08-28,Sweden,SE
2022-08-29,England,None
2022-08-29,Isle of Man,IM
2022-08-29,Northern Ireland,None
2022-08-29,United Kingdom,GB
2022-08-29,Wales,None
2022-09-04,Norway,NO
2022-09-04,Sweden,SE
2022-09-05,Canada,CA
2022-09-05,United States,US
2022-09-07,Brazil,BR
2022-09-11,Norway,NO
2022-09-11,Sweden,SE
2022-09-16,Mexico,MX
2022-09-18,Norway,NO
2022-09-18,Sweden,SE
2022-09-19,Japan,JP
2022-09-23,Japan,JP
2022-09-24,South Africa,ZA
2022-09-25,Norway,NO
2022-09-25,Sweden,SE
2022-09-28,Czech,CZ
2022-10-02,India,IN
2022-10-02,Norway,NO
2022-10-02,Sweden,SE
2022-10-03,Germany,DE
2022-10-05,Portugal,PT
2022-10-08,Croatia,HR
2022-10-09,Norway,NO
2022-10-09,Sweden,SE
2022-10-10,Canada,CA
2022-10-10,Japan,JP
2022-10-10,United States,US
2022-10-12,Argentina,AR
2022-10-12,Brazil,BR
2022-10-12,Spain,ES
2022-10-14,Ukraine,UA
2022-10-16,Norway,NO
2022-10-16,Sweden,SE
2022-10-17,Colombia,CO
2022-10-23,Hungary,HU
2022-10-23,Norway,NO
2022-10-23,Sweden,SE
2022-10-24,New Zealand,NZ
2022-10-26,Austria,AT
2022-10-28,Czech,CZ
2022-10-30,Norway,NO
2022-10-30,Sweden,SE
2022-10-31,Hungary,HU
2022-10-31,Ireland,IE
2022-10-31,Slovenia,SI
2022-11-01,Austria,AT
2022-11-01,Belgium,BE
2022-11-01,Croatia,HR
2022-11-01,France,FR
2022-11-01,Hungary,HU
2022-11-01,Italy,IT
2022-11-01,Poland,PL
2022-11-01,Portugal,PT
2022-11-01,Slovenia,SI
2022-11-01,Spain,ES
2022-11-02,Brazil,BR
2022-11-03,Japan,JP
2022-11-05,Finland,FI
2022-11-05,Sweden,SE
2022-11-06,Norway,NO
2022-11-06,Sweden,SE
2022-11-07,Belarus,BY
2022-11-07,Colombia,CO
2022-11-11,Belgium,BE
2022-11-11,France,FR
2022-11-11,Poland,PL
2022-11-11,United States,US
2022-11-13,Norway,NO
2022-11-13,Sweden,SE
2022-11-14,Colombia,CO
2022-11-15,Brazil,BR
2022-11-17,Czech,CZ
2022-11-18,Croatia,HR
2022-11-20,Argentina,AR
2022-11-20,Mexico,MX
2022-11-20,Norway,NO
2022-11-20,Sweden,SE
2022-11-21,Mexico,MX
2022-11-23,Japan,JP
2022-11-24,United States,US
2022-11-27,Norway,NO
2022-11-27,Sweden,SE
2022-11-30,Scotland,None
2022-11-30,United Kingdom,GB
2022-12-01,Portugal,PT
2022-12-04,Norway,NO
2022-12-04,Sweden,SE
2022-12-06,Finland,FI
2022-12-06,Spain,ES
2022-12-08,Argentina,AR
2022-12-08,Austria,AT
2022-12-08,Colombia,CO
2022-12-08,Italy,IT
2022-12-08,Portugal,PT
2022-12-08,Spain,ES
2022-12-11,Norway,NO
2022-12-11,Sweden,SE
2022-12-16,South Africa,ZA
2022-12-18,Norway,NO
2022-12-18,Sweden,SE
2022-12-24,Czech,CZ
2022-12-24,Finland,FI
2022-12-24,Sweden,SE
2022-12-25,Argentina,AR
2022-12-25,Australia,AU
2022-12-25,Austria,AT
2022-12-25,Belarus,BY
2022-12-25,Belgium,BE
2022-12-25,Brazil,BR
2022-12-25,Canada,CA
2022-12-25,Colombia,CO
2022-12-25,Croatia,HR
2022-12-25,Czech,CZ
2022-12-25,Denmark,DK
2022-12-25,England,None
2022-12-25,Finland,FI
2022-12-25,France,FR
2022-12-25,Germany,DE
2022-12-25,Hungary,HU
2022-12-25,India,IN
2022-12-25,Ireland,IE
2022-12-25,Isle of Man,IM
2022-12-25,Italy,IT
2022-12-25,Mexico,MX
2022-12-25,Netherlands,NL
2022-12-25,New Zealand,NZ
2022-12-25,Northern Ireland,None
2022-12-25,Norway,NO
2022-12-25,Poland,PL
2022-12-25,Portugal,PT
2022-12-25,Scotland,None
2022-12-25,Slovenia,SI
2022-12-25,South Africa,ZA
2022-12-25,Spain,ES
2022-12-25,Sweden,SE
2022-12-25,Switzerland,CH
2022-12-25,Ukraine,UA
2022-12-25,United Kingdom,GB
2022-12-25,United States,US
2022-12-25,Wales,None
2022-12-26,Australia,AU
2022-12-26,Austria,AT
2022-12-26,Canada,CA
2022-12-26,Croatia,HR
2022-12-26,Czech,CZ
2022-12-26,Denmark,DK
2022-12-26,England,None
2022-12-26,Finland,FI
2022-12-26,Germany,DE
2022-12-26,Hungary,HU
2022-12-26,Ireland,IE
2022-12-26,Isle of Man,IM
2022-12-26,Italy,IT
2022-12-26,Mexico,MX
2022-12-26,Netherlands,NL
2022-12-26,New Zealand,NZ
2022-12-26,Northern Ireland,None
2022-12-26,Norway,NO
2022-12-26,Poland,PL
2022-12-26,Scotland,None
2022-12-26,Slovenia,SI
2022-12-26,South Africa,ZA
2022-12-26,Sweden,SE
2022-12-26,United Kingdom,GB
2022-12-26,United States,US
2022-12-26,Wales,None
2022-12-27,Australia,AU
2022-12-27,Canada,CA
2022-12-27,England,None
2022-12-27,Ireland,IE
2022-12-27,Isle of Man,IM
2022-12-27,New Zealand,NZ
2022-12-27,Northern Ireland,None
2022-12-27,Scotland,None
2022-12-27,United Kingdom,GB
2022-12-27,Wales,None
2022-12-31,Sweden,SE
